title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YHL025W                  	0.2709	0.3426	0.3360	0.3660	0.083	0.007	0.409	55.83	0.533	0.492	323	332	-0.788855	0.081325	
YHL026C                  	0.3373	0.3730	0.3117	0.2513	0.158	0.129	0.498	56.96	0.478	0.442	301	315	0.093333	0.133333	
YHL027W                  	0.3725	0.2549	0.3594	0.2674	0.147	0.147	0.483	53.08	0.409	0.445	609	625	-0.618720	0.052800	
YHL028W                  	0.3222	0.2444	0.3522	0.2414	0.090	0.003	0.416	55.38	0.412	0.453	592	605	-0.341322	0.054545	
YHL029C                  	0.3779	0.3110	0.3370	0.2710	0.149	0.097	0.465	56.40	0.439	0.407	649	679	-0.470398	0.117820	
YHL030W                  	0.4217	0.2159	0.3902	0.2447	0.145	0.084	0.460	51.05	0.348	0.378	1814	1868	-0.078694	0.083512	
YHL030WA                	0.3607	0.2951	0.2072	0.3762	0.115	0.184	0.504	53.01	0.525	0.477	141	153	0.485621	0.111111	
YHL031C                  	0.2126	0.4023	0.3103	0.3701	0.118	0.142	0.500	58.52	0.583	0.466	218	223	-0.513453	0.062780	
YHL032C                  	0.3009	0.3604	0.3490	0.2470	0.150	0.186	0.510	55.94	0.477	0.471	675	709	-0.301129	0.097320	
YHL033C                  	0.3834	0.3731	0.2536	0.2613	0.842	0.862	0.916	25.77	0.494	0.458	251	256	-0.474609	0.066406	
YHL034C                  	0.4044	0.3289	0.4054	0.1626	0.346	0.474	0.691	39.77	0.372	0.430	288	294	-0.864966	0.078231	
YHL034WA                	0.3852	0.1259	0.3920	0.2609	0.074	-0.063	0.331	50.55	0.318	0.410	148	153	0.507189	0.084967	
YHL035C                  	0.4181	0.2147	0.4382	0.1848	0.136	0.036	0.433	50.54	0.305	0.358	1539	1592	0.084485	0.099246	
YHL036W                  	0.3876	0.2355	0.3547	0.2451	0.116	0.043	0.430	52.58	0.379	0.402	523	546	0.682418	0.148352	
YHL037C                  	0.3971	0.3015	0.3551	0.2283	0.125	-0.014	0.409	56.87	0.403	0.392	154	159	-0.019497	0.106918	
YHL038C                  	0.3538	0.2754	0.4150	0.2956	0.137	0.088	0.469	57.79	0.413	0.391	605	630	-0.454921	0.112698	
YHL039W                  	0.4161	0.2331	0.4105	0.2539	0.152	0.063	0.450	51.23	0.360	0.364	567	585	-0.205128	0.119658	
YHL040C                  	0.4601	0.2624	0.2898	0.1912	0.242	0.298	0.580	44.25	0.365	0.411	591	627	0.331419	0.138756	
YHL041W                  	0.3984	0.2195	0.4314	0.2360	0.110	-0.121	0.333	47.47	0.340	0.347	141	149	0.296644	0.147651	
YHL042W                  	0.4530	0.2650	0.3786	0.2021	0.165	0.094	0.465	48.62	0.352	0.391	142	150	0.014000	0.140000	
YHL043W                  	0.4242	0.3030	0.4017	0.1495	0.189	0.117	0.478	50.93	0.352	0.400	159	170	-0.339412	0.147059	
YHL044W                  	0.3911	0.2574	0.4172	0.2014	0.145	0.048	0.436	57.24	0.352	0.359	227	235	0.161277	0.114894	
YHL045W                  	0.4271	0.2396	0.4487	0.1667	0.127	-0.011	0.387	57.64	0.315	0.380	111	115	0.286956	0.173913	
YHL046C                  	0.3010	0.4951	0.2632	0.0920	0.613	0.695	0.817	28.66	0.513	0.500	115	120	0.233334	0.091667	
YHL046WA                	0.3617	0.2447	0.4744	0.1594	0.117	0.007	0.410	52.08	0.324	0.361	105	108	0.382408	0.157407	
YHL047C                  	0.4291	0.2060	0.3683	0.2148	0.128	0.098	0.458	53.66	0.333	0.409	598	637	0.346468	0.127159	
YHL048CA                	0.4571	0.2286	0.3548	0.2400	0.083	-0.161	0.341	*****	0.341	0.402	 41	 44	0.186364	0.113636	
YHL048W                  	0.4348	0.2790	0.3668	0.2625	0.122	0.018	0.423	56.43	0.394	0.387	355	381	-0.157480	0.175853	
YHL049C                  	0.3581	0.2977	0.3560	0.3034	0.129	0.047	0.437	58.79	0.449	0.415	263	271	-0.412915	0.110701	
YHL050C                  	0.3530	0.2903	0.2761	0.3469	0.099	0.027	0.415	55.64	0.494	0.464	672	697	-0.361119	0.098996	
YHL050WA                	0.3456	0.3676	0.3043	0.2264	0.085	0.063	0.429	52.27	0.474	0.454	156	160	0.340000	0.137500	
YHR001W                  	0.4545	0.2000	0.3884	0.2730	0.149	0.085	0.463	51.64	0.345	0.400	423	437	-0.574142	0.093822	
YHR001WA                	0.4921	0.0794	0.4561	0.1786	0.136	0.094	0.417	37.52	0.208	0.390	 72	 77	-0.218182	0.116883	
YHR002W                  	0.4310	0.1380	0.4867	0.2051	0.097	-0.076	0.357	48.33	0.258	0.374	345	357	-0.108964	0.131653	
YHR003C                  	0.4294	0.2147	0.4049	0.2345	0.128	0.033	0.432	54.81	0.337	0.395	410	429	-0.304662	0.074592	
YHR004C                  	0.4123	0.2340	0.4103	0.2274	0.117	-0.055	0.377	53.96	0.349	0.377	435	446	-0.474888	0.080717	
YHR005C                  	0.4230	0.2325	0.4169	0.2689	0.154	0.054	0.451	55.20	0.359	0.383	459	472	-0.518220	0.086864	
YHR005CA                	0.5152	0.2576	0.3750	0.2258	0.243	0.230	0.551	50.53	0.348	0.384	 89	 93	-0.490323	0.096774	
YHR006W                  	0.3599	0.2488	0.4447	0.2428	0.122	0.029	0.428	56.88	0.370	0.410	530	541	-0.755083	0.066543	
YHR007C                  	0.4381	0.2810	0.3438	0.2023	0.506	0.579	0.749	33.10	0.374	0.400	505	530	-0.220377	0.118868	
YHR007CA                	0.3214	0.2679	0.4107	0.2642	0.119	0.103	0.443	60.41	0.414	0.399	 70	 71	-0.446479	0.070423	
YHR008C                  	0.2527	0.4560	0.3121	0.2593	0.226	0.333	0.600	44.95	0.556	0.491	225	233	-0.345923	0.107296	
YHR009C                  	0.4316	0.2668	0.3214	0.2284	0.165	0.175	0.505	50.97	0.387	0.432	509	523	-0.379541	0.068834	
YHR010W                  	0.4592	0.3776	0.2636	0.2170	0.736	0.734	0.843	29.69	0.448	0.431	134	136	-0.522794	0.102941	
YHR011W                  	0.3552	0.2090	0.4577	0.2792	0.099	-0.033	0.391	55.50	0.361	0.398	432	446	-0.423319	0.073991	
YHR012W                  	0.4554	0.1920	0.3951	0.2618	0.148	0.016	0.424	52.60	0.337	0.391	276	282	-0.516312	0.070922	
YHR013C                  	0.3770	0.2842	0.3675	0.2980	0.176	0.134	0.489	52.71	0.427	0.406	227	238	-0.552101	0.071429	
YHR014W                  	0.4391	0.1783	0.4703	0.2077	0.115	-0.001	0.399	49.00	0.292	0.373	288	291	-0.918213	0.089347	
YHR015W                  	0.4456	0.1935	0.5210	0.1829	0.136	-0.021	0.415	46.69	0.272	0.325	644	659	-0.634143	0.094082	
YHR016C                  	0.4439	0.2122	0.3918	0.1662	0.153	0.104	0.444	47.98	0.309	0.441	457	468	-0.732479	0.091880	
YHR017W                  	0.3774	0.2296	0.4194	0.2531	0.114	-0.005	0.403	57.30	0.363	0.384	372	385	-0.123117	0.119481	
YHR018C                  	0.4514	0.2216	0.3663	0.2188	0.230	0.284	0.564	45.79	0.342	0.412	445	463	-0.293737	0.088553	
YHR019C                  	0.3762	0.3505	0.3239	0.2261	0.400	0.513	0.709	38.02	0.445	0.444	539	554	-0.379783	0.088448	
YHR020W                  	0.4272	0.3107	0.3244	0.2305	0.355	0.420	0.659	39.72	0.411	0.434	662	688	-0.393750	0.094477	
YHR021C                  	0.4706	0.2647	0.3182	0.1538	0.660	0.677	0.802	29.93	0.346	0.419	 81	 82	-0.085366	0.048780	
YHR021WA                	0.4586	0.2180	0.3810	0.1915	0.122	0.022	0.426	48.27	0.318	0.349	148	151	0.561589	0.192053	
YHR022C                  	0.4836	0.2066	0.3439	0.2367	0.133	0.063	0.448	49.30	0.333	0.378	252	256	-0.182422	0.093750	
YHR022CA                	0.2917	0.2917	0.4000	0.3158	0.129	0.059	0.429	*****	0.464	0.414	 28	 29	0.003448	0.241379	
YHR023W                  	0.3987	0.2282	0.4755	0.2502	0.157	0.071	0.461	51.72	0.342	0.351	1889	1928	-0.782469	0.066909	
YHR024C                  	0.3953	0.2199	0.3747	0.2765	0.141	0.154	0.486	52.35	0.383	0.427	465	482	-0.297925	0.087137	
YHR025W                  	0.3422	0.3821	0.2847	0.1946	0.271	0.364	0.609	45.31	0.474	0.482	348	357	-0.055462	0.064426	
YHR026W                  	0.4628	0.2660	0.2012	0.2446	0.251	0.354	0.613	41.99	0.412	0.418	204	213	0.918779	0.117371	
YHR027C                  	0.4889	0.1821	0.3966	0.2091	0.206	0.175	0.507	43.90	0.298	0.394	964	993	-0.283384	0.065458	
YHR028C                  	0.4489	0.2222	0.4131	0.2100	0.139	0.045	0.443	52.96	0.326	0.386	795	818	-0.435086	0.128362	
YHR028WA                	0.4222	0.2000	0.4177	0.1667	0.087	-0.013	0.400	60.05	0.290	0.352	100	106	0.361321	0.132075	
YHR029C                  	0.4541	0.2183	0.3919	0.2172	0.157	0.108	0.482	51.77	0.327	0.395	284	294	-0.105102	0.095238	
YHR030C                  	0.4396	0.1978	0.4207	0.2835	0.138	0.036	0.431	52.28	0.348	0.403	469	484	-0.515083	0.097107	
YHR031C                  	0.3719	0.2064	0.4049	0.2750	0.142	0.097	0.460	50.71	0.371	0.402	698	723	-0.387275	0.066390	
YHR032CA                	0.2593	0.3333	0.3929	0.2692	0.079	-0.171	0.294	43.86	0.471	0.462	 34	 39	0.292308	0.051282	
YHR032W                  	0.3150	0.3044	0.3075	0.3199	0.121	0.132	0.476	55.93	0.488	0.474	555	581	0.135628	0.089501	
YHR032WA                	0.3469	0.3878	0.2821	0.2000	0.056	-0.224	0.259	50.71	0.481	0.503	 54	 59	-0.183051	0.101695	
YHR033W                  	0.3064	0.4335	0.1790	0.3380	0.100	0.046	0.433	51.49	0.601	0.507	411	423	-0.169031	0.059102	
YHR034C                  	0.2884	0.3221	0.3252	0.4333	0.092	-0.069	0.380	50.18	0.530	0.463	334	344	-0.492442	0.072674	
YHR035W                  	0.4008	0.2505	0.4521	0.2040	0.152	0.067	0.452	52.83	0.339	0.370	610	630	-0.309841	0.098413	
YHR036W                  	0.3562	0.2521	0.4711	0.2342	0.130	0.047	0.442	49.99	0.362	0.406	459	471	-0.630998	0.091295	
YHR037W                  	0.4273	0.2516	0.4000	0.2047	0.178	0.146	0.494	49.56	0.348	0.403	557	575	-0.313739	0.120000	
YHR038W                  	0.4226	0.1964	0.4670	0.2294	0.155	0.043	0.443	53.40	0.316	0.345	228	230	-0.604348	0.065217	
YHR039C                  	0.4751	0.2203	0.3739	0.1939	0.212	0.222	0.539	45.77	0.318	0.400	620	644	-0.112888	0.096273	
YHR039CA                	0.4058	0.3188	0.3737	0.2921	0.384	0.407	0.664	38.13	0.425	0.406	113	114	-0.762281	0.026316	
YHR040W                  	0.2700	0.3422	0.3127	0.4467	0.102	0.007	0.425	56.18	0.567	0.474	351	366	-0.858743	0.073770	
YHR041C                  	0.2000	0.4000	0.1867	0.4564	0.081	0.076	0.441	52.58	0.676	0.546	204	210	-0.007619	0.066667	
YHR042W                  	0.3345	0.3965	0.2649	0.2731	0.226	0.298	0.582	49.29	0.522	0.465	673	691	-0.253256	0.099855	
YHR043C                  	0.4541	0.1939	0.3681	0.2558	0.149	0.018	0.416	49.63	0.345	0.405	238	246	-0.232927	0.081301	
YHR044C                  	0.4328	0.2139	0.3602	0.2514	0.155	0.056	0.436	48.71	0.361	0.416	241	246	-0.151219	0.089431	
YHR045W                  	0.4220	0.2022	0.4173	0.2187	0.122	0.016	0.415	50.81	0.322	0.383	540	560	-0.075536	0.100000	
YHR046C                  	0.4641	0.2194	0.3942	0.2021	0.144	0.052	0.454	50.59	0.319	0.392	282	295	-0.242373	0.108475	
YHR047C                  	0.4528	0.2414	0.3694	0.2218	0.215	0.210	0.534	47.46	0.351	0.392	818	856	-0.283295	0.113318	
YHR048W                  	0.3418	0.3002	0.3484	0.2326	0.100	0.002	0.401	57.50	0.426	0.438	486	514	0.408560	0.145914	
YHR049CA                	0.4471	0.2000	0.3200	0.2941	0.066	-0.173	0.303	52.67	0.374	0.398	 99	103	-0.119417	0.135922	
YHR049W                  	0.3441	0.3656	0.3956	0.1963	0.381	0.468	0.691	36.30	0.424	0.413	236	243	-0.354733	0.090535	
YHR050W                  	0.3877	0.2500	0.3247	0.2327	0.109	0.059	0.423	54.85	0.394	0.436	530	549	0.362659	0.089253	
YHR050WA                	0.4286	0.2449	0.3889	0.2667	0.115	-0.140	0.345	43.38	0.364	0.333	 55	 56	-0.003571	0.125000	
YHR051W                  	0.4237	0.2203	0.4054	0.2453	0.254	0.251	0.544	44.08	0.354	0.390	147	148	-0.576352	0.114865	
YHR052W                  	0.4317	0.2546	0.4169	0.2230	0.240	0.223	0.553	45.75	0.350	0.352	369	376	-0.593351	0.061170	
YHR052WA                	0.5263	0.3684	0.0750	0.1875	0.128	0.046	0.450	39.09	0.450	0.422	 60	 64	0.178125	0.171875	
YHR053C                  	0.3095	0.5238	0.4865	0.1944	0.226	0.128	0.517	39.16	0.483	0.437	 60	 61	-1.052459	0.032787	
YHR054C                  	0.4807	0.2211	0.4262	0.2200	0.169	0.059	0.470	47.67	0.310	0.304	345	354	-0.129661	0.118644	
YHR054WA                	0.5263	0.3684	0.0750	0.1875	0.128	0.046	0.450	39.09	0.450	0.422	 60	 64	0.178125	0.171875	
YHR055C                  	0.3095	0.5238	0.4865	0.1944	0.226	0.128	0.517	39.16	0.483	0.437	 60	 61	-1.052459	0.032787	
YHR056C                  	0.4399	0.2546	0.3923	0.2543	0.152	0.035	0.448	52.75	0.366	0.350	858	883	-0.336240	0.105323	
YHR056WA                	0.4485	0.2574	0.2035	0.2245	0.094	0.075	0.426	50.64	0.404	0.475	141	144	0.161805	0.055556	
YHR057C                  	0.3620	0.3374	0.2466	0.3507	0.135	0.101	0.482	52.51	0.518	0.460	197	205	-0.257073	0.107317	
YHR058C                  	0.3504	0.2735	0.3674	0.2677	0.132	0.119	0.482	53.30	0.421	0.428	278	295	-0.478983	0.084746	
YHR059W                  	0.4375	0.2708	0.3656	0.2857	0.154	0.068	0.452	58.99	0.397	0.392	126	130	-0.887692	0.115385	
YHR060W                  	0.3306	0.2562	0.4643	0.2977	0.159	0.141	0.503	60.06	0.400	0.383	175	181	-0.944199	0.077348	
YHR061C                  	0.3871	0.2742	0.3784	0.2607	0.139	0.082	0.455	56.09	0.406	0.410	303	314	-0.885350	0.060510	
YHR062C                  	0.3052	0.3253	0.3230	0.2745	0.096	0.018	0.406	60.22	0.479	0.447	286	293	-0.156655	0.047782	
YHR063C                  	0.4186	0.2492	0.4364	0.1760	0.203	0.179	0.515	44.30	0.326	0.376	365	379	-0.197889	0.084433	
YHR063WA                	0.3861	0.1881	0.3735	0.2400	0.071	-0.115	0.318	56.71	0.346	0.372	107	111	0.719820	0.162162	
YHR064C                  	0.4541	0.3073	0.3294	0.1636	0.455	0.523	0.715	35.74	0.369	0.414	534	538	-0.200186	0.065056	
YHR065C                  	0.3969	0.1906	0.4430	0.2250	0.189	0.217	0.528	44.08	0.320	0.386	481	501	-0.383234	0.045908	
YHR066W                  	0.4299	0.1838	0.4667	0.2285	0.189	0.162	0.505	45.27	0.308	0.381	442	453	-0.895806	0.039735	
YHR067W                  	0.3591	0.2909	0.4337	0.2222	0.122	0.052	0.437	56.06	0.388	0.398	268	280	-0.443214	0.117857	
YHR068W                  	0.5233	0.2633	0.3132	0.1713	0.419	0.443	0.673	36.74	0.332	0.405	367	387	-0.237726	0.077519	
YHR069C                  	0.3912	0.2415	0.3963	0.2090	0.132	0.119	0.474	55.24	0.355	0.419	344	359	-0.390808	0.058496	
YHR069CA                	0.3302	0.2736	0.2651	0.3733	0.112	0.090	0.447	56.13	0.500	0.425	114	120	0.492500	0.125000	
YHR070CA                	0.2703	0.4324	0.2143	0.3297	0.083	-0.051	0.364	56.92	0.605	0.522	129	136	0.111765	0.080882	
YHR070W                  	0.2660	0.4169	0.2981	0.3225	0.142	0.118	0.484	56.19	0.560	0.476	486	499	-0.276954	0.088176	
YHR071CA                	0.3696	0.1848	0.4079	0.2778	0.082	-0.041	0.333	41.74	0.363	0.390	102	106	0.318868	0.122642	
YHR071W                  	0.4176	0.2637	0.3522	0.2808	0.135	0.054	0.439	56.85	0.403	0.397	221	229	-0.676419	0.091703	
YHR072W                  	0.3976	0.2696	0.4027	0.2012	0.147	0.105	0.466	53.05	0.365	0.422	699	731	-0.208208	0.135431	
YHR072WA                	0.3111	0.2667	0.4130	0.2500	0.366	0.535	0.714	27.10	0.411	0.420	 56	 58	-0.794828	0.086207	
YHR073CB                	0.4583	0.2083	0.4706	0.0588	0.109	-0.237	0.200	*****	0.240	0.333	 25	 26	0.084615	0.192308	
YHR073W                  	0.4338	0.2130	0.4005	0.2436	0.129	0.042	0.435	52.50	0.344	0.398	970	996	-0.733333	0.086345	
YHR073WA                	0.2449	0.2245	0.3953	0.3846	0.065	-0.080	0.327	61.00	0.473	0.460	 55	 58	-0.479310	0.103448	
YHR074W                  	0.4301	0.2314	0.4043	0.1949	0.172	0.116	0.469	48.93	0.329	0.408	683	714	-0.198599	0.091036	
YHR075C                  	0.4369	0.1938	0.4212	0.2293	0.126	-0.007	0.404	49.92	0.319	0.381	389	400	-0.273250	0.100000	
YHR076W                  	0.4093	0.2740	0.3711	0.2170	0.173	0.145	0.497	51.51	0.379	0.411	338	343	-0.400583	0.096210	
YHR077C                  	0.4135	0.2196	0.4709	0.2482	0.150	0.019	0.433	53.06	0.334	0.358	1064	1089	-0.656015	0.089991	
YHR078W                  	0.3563	0.2762	0.4020	0.2478	0.110	0.000	0.423	56.33	0.395	0.372	532	552	0.267391	0.130435	
YHR079C                  	0.4226	0.1847	0.4556	0.2233	0.116	-0.009	0.399	52.39	0.305	0.372	1081	1115	-0.364484	0.088789	
YHR079CA                	0.3962	0.2453	0.4412	0.3833	0.190	0.064	0.483	46.18	0.414	0.333	 87	 91	-1.057143	0.076923	
YHR080C                  	0.3966	0.2318	0.4253	0.2173	0.124	0.010	0.417	51.39	0.345	0.394	1306	1345	-0.694201	0.063197	
YHR081W                  	0.3810	0.2063	0.4276	0.3233	0.112	-0.043	0.391	56.57	0.385	0.370	179	184	-0.882609	0.054348	
YHR082C                  	0.4915	0.2367	0.4065	0.1930	0.172	0.063	0.455	48.06	0.317	0.370	1000	1029	-0.976871	0.094266	
YHR083W                  	0.3294	0.2863	0.3226	0.3565	0.131	0.151	0.498	56.38	0.486	0.437	319	329	-0.131003	0.085106	
YHR084W                  	0.4584	0.1996	0.4353	0.2051	0.142	0.065	0.441	49.32	0.307	0.398	664	688	-0.818895	0.101744	
YHR085W                  	0.3969	0.1946	0.4368	0.2627	0.114	0.010	0.421	55.67	0.341	0.387	328	334	-0.389521	0.059880	
YHR086W                  	0.4424	0.2373	0.3634	0.2092	0.124	0.082	0.447	53.53	0.351	0.407	501	523	-0.452390	0.089866	
YHR086WA                	0.5000	0.2308	0.1892	0.2059	0.095	-0.010	0.346	47.45	0.365	0.472	 52	 53	0.220755	0.150943	
YHR087W                  	0.3976	0.3735	0.2889	0.2353	0.265	0.353	0.618	50.40	0.464	0.441	110	111	-0.477478	0.081081	
YHR088W                  	0.4019	0.2336	0.4118	0.3214	0.184	0.155	0.517	43.64	0.390	0.367	290	295	-0.828136	0.091525	
YHR089C                  	0.4576	0.2316	0.3952	0.0881	0.211	0.329	0.564	45.60	0.272	0.473	202	205	-0.683415	0.092683	
YHR090C                  	0.3827	0.2398	0.5090	0.1962	0.177	0.134	0.489	47.37	0.319	0.382	276	282	-0.886879	0.053191	
YHR091C                  	0.3497	0.2534	0.4545	0.2356	0.109	-0.034	0.385	55.74	0.369	0.397	615	643	-0.287247	0.101089	
YHR092C                  	0.5466	0.2560	0.2787	0.1205	0.523	0.607	0.769	32.24	0.307	0.395	528	560	0.356250	0.139286	
YHR093W                  	0.4184	0.2411	0.3617	0.2598	0.114	0.030	0.424	52.60	0.379	0.429	177	182	-0.147253	0.126374	
YHR094C                  	0.4863	0.3200	0.3008	0.0868	0.408	0.477	0.691	38.35	0.343	0.412	534	570	0.300702	0.145614	
YHR095W                  	0.4712	0.2019	0.3818	0.2653	0.112	-0.017	0.406	54.07	0.341	0.354	138	144	-0.088889	0.090278	
YHR096C                  	0.4557	0.2598	0.3054	0.2077	0.206	0.256	0.558	48.18	0.370	0.419	559	592	0.132770	0.140203	
YHR097C                  	0.3547	0.2838	0.4044	0.2395	0.125	0.034	0.423	55.56	0.406	0.439	362	366	-1.182787	0.038251	
YHR098C                  	0.4395	0.2341	0.3623	0.2365	0.176	0.134	0.489	50.35	0.358	0.391	904	929	-0.228525	0.088267	
YHR099W                  	0.3990	0.2215	0.4515	0.2285	0.139	0.046	0.436	52.06	0.335	0.368	3613	3744	-0.163595	0.102297	
YHR100C                  	0.3871	0.2903	0.3594	0.2414	0.169	0.124	0.480	55.83	0.408	0.400	179	185	-0.265405	0.097297	
YHR101C                  	0.4084	0.1908	0.3920	0.3529	0.128	0.043	0.450	50.41	0.384	0.375	333	335	-0.307463	0.116418	
YHR102W                  	0.4025	0.2422	0.3829	0.2184	0.121	0.043	0.428	53.89	0.361	0.417	1053	1080	-0.610370	0.054630	
YHR103W                  	0.4048	0.2402	0.4089	0.2396	0.136	0.038	0.431	52.94	0.362	0.386	821	852	-0.645071	0.073944	
YHR104W                  	0.4078	0.3059	0.3734	0.2120	0.226	0.213	0.538	50.88	0.390	0.405	318	327	-0.232416	0.100917	
YHR105W                  	0.3254	0.3787	0.3711	0.2083	0.104	0.003	0.409	56.96	0.452	0.438	208	214	-0.606542	0.088785	
YHR106W                  	0.4116	0.2058	0.3545	0.2645	0.138	0.118	0.473	52.09	0.367	0.434	330	342	-0.112281	0.073099	
YHR107C                  	0.4052	0.2484	0.4069	0.2363	0.192	0.201	0.525	49.66	0.364	0.415	398	407	-0.668550	0.071253	
YHR108W                  	0.3931	0.2505	0.3761	0.2488	0.194	0.247	0.544	50.79	0.385	0.410	572	585	-0.418633	0.054701	
YHR109W                  	0.4362	0.2532	0.4251	0.1994	0.127	-0.026	0.404	55.61	0.336	0.375	569	585	-0.341880	0.123077	
YHR110W                  	0.3576	0.2909	0.4387	0.2292	0.132	0.065	0.452	59.74	0.389	0.406	208	212	-0.300943	0.103774	
YHR111W                  	0.3747	0.2534	0.4268	0.2287	0.123	0.056	0.438	50.95	0.368	0.412	432	440	-0.287955	0.086364	
YHR112C                  	0.3698	0.2830	0.3652	0.2442	0.178	0.204	0.523	51.45	0.409	0.429	369	378	-0.225661	0.095238	
YHR113W                  	0.3950	0.2650	0.3316	0.2722	0.182	0.205	0.525	49.39	0.412	0.427	480	490	-0.238980	0.081633	
YHR114W                  	0.4151	0.2536	0.4079	0.2423	0.157	0.078	0.465	50.89	0.367	0.391	615	633	-0.817852	0.072670	
YHR115C                  	0.4023	0.2960	0.3289	0.2351	0.151	0.136	0.494	56.87	0.410	0.428	405	416	-0.426202	0.062500	
YHR116W                  	0.2627	0.4576	0.2857	0.2981	0.111	0.080	0.452	58.36	0.582	0.497	146	151	-1.422517	0.099338	
YHR117W                  	0.3834	0.2617	0.3862	0.2819	0.165	0.128	0.477	54.25	0.405	0.413	629	639	-0.469797	0.093897	
YHR118C                  	0.3746	0.1889	0.4798	0.2746	0.129	0.039	0.434	50.94	0.341	0.379	417	435	-0.686667	0.068966	
YHR119W                  	0.4585	0.1986	0.4385	0.2209	0.146	0.054	0.440	49.29	0.309	0.378	1062	1080	-0.861481	0.082407	
YHR120W                  	0.4409	0.1734	0.4270	0.2523	0.119	-0.009	0.401	52.29	0.317	0.371	934	959	-0.355474	0.086548	
YHR121W                  	0.3407	0.2889	0.4067	0.2857	0.168	0.168	0.533	48.87	0.418	0.389	184	187	-0.441711	0.074866	
YHR122W                  	0.4246	0.1788	0.3602	0.3136	0.127	0.124	0.474	53.68	0.373	0.416	228	231	-0.365801	0.017316	
YHR123W                  	0.4030	0.2627	0.3731	0.2112	0.122	0.033	0.435	52.58	0.368	0.386	372	391	0.424041	0.161125	
YHR124W                  	0.4187	0.1768	0.4754	0.2281	0.121	-0.016	0.397	50.19	0.303	0.380	614	627	-0.672887	0.089314	
