ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YLR148W	918	22.07	32.06	0.688396756082346	0.000882561144047193	0	NA	2.96983279554973	0.0926335868855187	NA	NA	NA	0.00085446356912384	2.15897068143404	0.0709523766958409
YLR149C	730	3.67	5.93	0.618887015177066	0.000786109329393107	-1.1	NA	0.496773821031993	0.0837729883696447	NA	NA	NA	0.000765587210317865	0.399335500340109	0.0117586981417797
YLR150W	273	4489.61	2735.86	1.64102329797577	0.00451617145711701	0	-2.9	649.5374700556	0.237416194562441	0	49	0.408163265306122	0.0047009442031809	184.237103197384	33.3110900879456
YLR151C	340	11.47	12.74	0.900313971742543	0.00108893841406384	-2.3	NA	1.61746547199824	0.126959613186675	NA	NA	NA	0.00110482629332258	0.857931580831869	0.0364563603221098
YLR152C	576	3.28	15.04	0.218085106382979	0.0002672502975166	0	-5.5	0.489551711576966	0.0325499808229365	0	4	0.75	0.000286986857689036	1.01281718804641	0.0111794316234956
YLR153C	683	468.54	371.17	1.26233262386508	0.00246904470865056	0	NA	67.4608961217776	0.18175201692426	NA	NA	NA	0.00255772276446535	24.9951699260098	2.45887365851673
YLR154C	110	95.3	100.67	0.946657395450482	0.00123728837449652	-0.4	-9.8	11.0056456979336	0.109323986271318	0	2	1	0.00102804622189803	6.77927568621226	0.268054182939064
YLR163C	462	64.69	76.59	0.844627235931584	0.00115774396285755	-2.7	-11.2	9.3510310243681	0.122092061945007	0	26	0.384615384615385	0.00120407614935399	5.15769072024434	0.238855860845792
YLR165C	254	5.03	10.46	0.480879541108987	0.000640158558163044	-0.4	NA	0.665232476316381	0.063597751081872	NA	NA	NA	0.000609132954883949	0.704392804984407	0.0165026488730441
YLR166C	871	26.43	52.32	0.505160550458716	0.0007228346547168	-2.9	NA	3.62329624438218	0.0692526040592924	NA	NA	NA	0.000712959283727051	3.52331085628912	0.0966145070941398
YLR168C	230	21.3	46.65	0.456591639871383	0.000608272032333963	-0.4	-2.7	2.82042721066994	0.0604593185566976	0	61	0.409836065573771	0.000579498375965502	3.14148416372109	0.0700186527306814
YLR170C	156	120.86	67.2	1.7985119047619	0.00217703491668833	-0.5	NA	15.1468599483378	0.22539970161217	NA	NA	NA	0.00196301897057084	4.52535339339887	0.341667483068428
YLR172C	300	262.19	255.76	1.02514075695965	0.00146953899804918	0	-9.3	36.4043513480342	0.142337939271325	0	8	0.625	0.00146803825038802	17.2232795222574	0.97247819753071
YLR173W	608	10.21	20.72	0.492760617760618	0.000548724852060356	-0.6	-10	1.33718902056038	0.0645361496409449	0	25	0.36	0.000517059797933036	1.39531729629798	0.0277485568952426
YLR175W	483	507.49	503.67	1.00758433101038	0.00194641338160306	-2	-5.4	72.0613087331563	0.143072465569036	0	30	0.4	0.0019885147653071	33.9179277329347	2.59408846559845
YLR176C	811	7.99	14.26	0.560308555399719	0.00066522484529121	0	NA	1.11667357414593	0.0783081047788172	NA	NA	NA	0.000668908943699181	0.960290764730177	0.0247056569646054
YLR177W	628	7.88	28.45	0.276977152899824	0.000317336237186189	0	-4.4	1.17091295171609	0.0411568700075953	0	43	0.372093023255814	0.000339263503208637	1.91586761967556	0.0249993830898125
YLR178C	219	66.36	61.35	1.08166259168704	0.0014132604052907	0	-4.8	9.46178942231147	0.154226396451695	0	26	0.384615384615385	0.00144980026497323	4.13140521852709	0.230373553097398
YLR179C	201	657.48	458.61	1.4336364231046	0.00198124566338221	0	-7.8	90.01454932137	0.196276900463073	0	78	0.371794871794872	0.00195158546999142	30.8835166628967	2.31814701467489
YLR180W	382	950.56	689.14	1.37934236874946	0.00301305401763558	0	NA	137.094709630572	0.198935934107108	NA	NA	NA	0.00312656283261596	46.4077684155788	5.58064630279991
YLR181C	330	49.18	49.81	0.987351937361975	0.00118025507380821	0	NA	6.69919634040276	0.134495007837839	NA	NA	NA	0.00115672238485169	3.3542835197202	0.149229801246134
YLR182W	803	27.89	41.43	0.673183683321265	0.000893948368137991	-1.9	-6.5	3.80647587583837	0.0918772839932022	0	34	0.382352941176471	0.000877821241140409	2.78996117691243	0.0941956608865702
YLR183C	489	39.34	48.91	0.804334491923942	0.000942271596440382	0	-3.87	5.5768333281921	0.114022353878391	0	48	0.395833333333333	0.000961055551548688	3.29367610820147	0.121746373415012
YLR185W	88	6261.2	3524.48	1.7764890139822	0.00438682067048923	0	-4.7	692.170227546854	0.196389319146897	0	22	0.363636363636364	0.00348918744970773	237.344010832834	31.85145168697
YLR186W	252	183.06	151.94	1.20481769119389	0.00172088173876546	-1.8	-4.8	26.1507474060464	0.172112329906848	0	58	0.396551724137931	0.00176872679840996	10.2318778957295	0.696053716624435
YLR187W	1026	23.84	31.71	0.751813308104699	0.000913583851683211	0	-9.4	3.5451928574093	0.111800468540186	0	198	0.383838383838384	0.000977464764945574	2.13540113251009	0.0802799756174419
YLR188W	695	23.18	71.52	0.32410514541387	0.000401938160429261	-2.8	-3.7	3.21323672124526	0.0449278065051071	1	74	0.378378378378378	0.000400873744249994	4.8162689686888	0.0742582990305129
YLR189C	1198	11.08	38.29	0.289370592844085	0.000350709247043895	-0.8	-7.4	1.86699304615815	0.0487592856139501	2	76	0.381578947368421	0.000425176486765756	2.5785086522804	0.0421662019181417
YLR190W	491	44.17	88.71	0.497914553037989	0.000594954750615809	0	-10.4	6.58140331504369	0.0741900948601476	0	321	0.398753894080997	0.000637814113608595	5.97387052869663	0.14654688215666
YLR191W	386	24.39	32.39	0.753010188329731	0.000867409038511034	-1	-7.3	3.37711306126018	0.104264064873732	0	32	0.40625	0.00086412550863541	2.18119339899091	0.0724932636667393
YLR192C	265	554.97	322.41	1.72131757699823	0.00333734629643396	0	-2.31	74.520566662864	0.231136027613486	0	50	0.42	0.00322423729207799	21.7115950530615	2.69243594002218
YLR193C	175	62.5	52.31	1.19480022940164	0.00141274668658921	-3.8	-11.3	8.39826696154095	0.160548020675606	1	68	0.382352941176471	0.0013658186477037	3.52263744060558	0.185049380979936
YLR194C	254	83.97	58.32	1.43981481481481	0.00173547019401094	0	-2.5	12.0202069462702	0.206107800861972	0	15	0.333333333333333	0.00178740938100175	3.92736026641402	0.26999233010623
YLR195C	455	108.25	100.16	1.08077076677316	0.00162210219617043	-0.6	-3.4	15.3901113952659	0.153655265527815	0	32	0.40625	0.00165924742638121	6.74493148635165	0.430442700378714
YLR196W	576	146.08	125.86	1.16065469569363	0.00188669590322365	0	NA	21.3413949265583	0.169564555272194	NA	NA	NA	0.00198313843178154	8.4756097930533	0.646473365899538
YLR197W	504	622.11	660.6	0.941734786557675	0.00179870977467742	-1.2	-13.8	87.4179751663872	0.132331176455324	0	25	0.36	0.00181850180857084	44.4858400547514	3.11144540751379
YLR199C	276	56.2	53.32	1.05401350337584	0.0011786201396127	0	-3.3	7.54259452520993	0.141459012100711	0	70	0.385714285714286	0.00113809204017814	3.59065242464327	0.157172805520494
YLR200W	114	244.33	129.51	1.88657246544668	0.00267827346146526	-3.1	NA	28.5993603342991	0.220827429034817	NA	NA	NA	0.00225555553611219	8.72140651754595	0.756600644359064
YLR201C	260	39.87	45.05	0.885016648168701	0.00119316928645326	0	-9.1	5.25473128301865	0.116642203840592	0	1	1	0.00113142409675322	3.03373765435445	0.132017072514009
YLR203C	436	66.9	100.01	0.668933106689331	0.000875534282302469	-2.4	-9.7	9.20174240360843	0.0920082232137629	0	65	0.4	0.000866435407238694	6.73483025109853	0.224434438126693
YLR204W	111	89.6	71.38	1.25525357242925	0.00137574240863291	0	NA	10.1217004623145	0.141800230629231	NA	NA	NA	0.00111815414565276	4.80684114911922	0.206722667630073
YLR205C	317	16.41	15.53	1.05666452028332	0.00119660684035782	0	NA	2.13125730289896	0.137234855305793	NA	NA	NA	0.00111814433208212	1.04581455653995	0.0449758314924662
YLR206W	613	73.4	98.51	0.745102020099482	0.000867257925939474	0	NA	10.9049149682826	0.110698558200006	NA	NA	NA	0.000927029561388686	6.6338178985673	0.236528665263125
YLR207W	833	25.72	44.13	0.58282347609336	0.000754911754804374	0	-1.8	3.78398677829925	0.0857463579945446	0	65	0.4	0.000799086725125706	2.97178341146863	0.0913351028482065
YLR208W	297	367.56	233.81	1.57204567811471	0.00265038727400586	-0.8	-3.77	49.1918663479488	0.210392482562546	0	74	0.378378378378378	0.00255207525685825	15.7451320968838	1.54549084770853
YLR209C	311	59.37	56.81	1.04506248899842	0.00136837090556784	-0.1	-4.2	8.32860105066181	0.146604489538141	1	35	0.4	0.001381108900853	3.82567449819925	0.203218196201128
YLR210W	460	19.25	27.39	0.70281124497992	0.00088205465710889	-2.2	-12	2.70550309326791	0.0987770388195659	0	79	0.367088607594937	0.000891932277113697	1.84448555722016	0.0632752385828734
YLR211C	226	12.67	24.17	0.524203558129913	0.000710595443852468	-1.8	NA	1.69647298289405	0.0701892007817148	NA	NA	NA	0.000684560495782528	1.6276457071198	0.0428546904701629
YLR212C	473	28.49	50.78	0.5610476565577	0.000705246593854209	0	NA	3.96337523901791	0.0780499259357604	NA	NA	NA	0.000705883161288848	3.41960484102373	0.0928400567515569
YLR213C	422	4.59	11.31	0.405835543766578	0.000502634612781186	-1.5	-12.7	0.642016552085842	0.0567653892206757	0	26	0.384615384615385	0.0005058305012725	0.761633138085435	0.0148175873855193
YLR214W	686	191.37	281.23	0.680475056003983	0.00088147634559749	-4.3	NA	27.1228050960489	0.0964434985458482	NA	NA	NA	0.000898856764014545	18.9384692682376	0.654729661609113
YLR215C	360	20.91	28.98	0.721532091097309	0.000904767184527365	0	NA	2.90783582660594	0.100339400504001	NA	NA	NA	0.000905256752324809	1.95155865090326	0.0679485248572335
YLR216C	371	567.08	439.75	1.28955088118249	0.00212111559515272	-1	-3.8	75.0452600124422	0.170654371830454	0	32	0.40625	0.0020195860171431	29.6134546837374	2.30026611532988
YLR218C	150	35.85	25.92	1.38310185185185	0.00158339270086543	0	NA	4.38047326697182	0.16899974023811	NA	NA	NA	0.00139200115294092	1.74549345173956	0.0934511114335501
YLR219W	728	26.65	41.91	0.635886423287998	0.000712017615975118	-4	NA	3.86266335955888	0.0921656730985178	NA	NA	NA	0.000742505145031415	2.82228512972242	0.0805985088294059
YLR220W	322	72.07	66.94	1.07663579324768	0.00130856578149698	0	NA	9.44054239312047	0.141029913252472	NA	NA	NA	0.00123326687393294	4.50784458562679	0.213822130780442
YLR221C	220	126.9	107.6	1.17936802973978	0.00158631147225643	0	-5.8	17.5881027444148	0.163458203944375	0	46	0.391304347826087	0.00158184861672543	7.24595275490652	0.440846167007951
YLR222C	817	73.46	99.45	0.738662644544997	0.00100549542811503	-5.1	-4.9	10.592353719928	0.106509338561367	0	20	0.3	0.00104313551898027	6.6971189728202	0.268692410591746
YLR223C	1085	22.14	40.28	0.549652432969216	0.000744933468755745	-3.8	-7	3.14873125100186	0.0781710836892218	0	305	0.390163934426229	0.0007622449346293	2.71251837330516	0.0795232073131063
YLR224W	369	13.73	59.49	0.230795091612036	0.000262479057139503	-0.8	NA	1.9499032342313	0.0327769916663524	NA	NA	NA	0.000268198448912293	4.00614990138837	0.0413247380639422
YLR225C	407	51.53	47.89	1.07600751722698	0.00140104706960053	0	-8.5	7.27854519732581	0.151984656448649	0	17	0.294117647058824	0.00142382380258138	3.22498770848024	0.176608240860252
YLR226W	395	20.75	27.91	0.743461125044787	0.00096735839423208	0	NA	2.80540024290722	0.100515952809288	NA	NA	NA	0.000940986116736637	1.87950317276432	0.0680225535359111
YLR228C	814	11.69	31.68	0.369002525252525	0.000445708697341332	-1.9	NA	1.73605336848342	0.0547996644091989	NA	NA	NA	0.000476232194582443	2.13338088545947	0.0390763331139461
YLR229C	191	292.51	227.27	1.28705944471334	0.00168306498247188	-0.8	NA	38.5961965121624	0.169825302557145	NA	NA	NA	0.00159780493229021	15.3047182398476	0.940536703497711
YLR231C	453	92.07	89.41	1.02975058718264	0.00137155612288102	0	-8.1	13.1262464446392	0.146809601215068	0	28	0.392857142857143	0.00140687358672606	6.02100962654454	0.325799977269572
YLR233C	699	1.56	12.53	0.124501197126895	0.000164269939383593	0	NA	0.210192182764897	0.0167751143467596	NA	NA	NA	0.000159246223109798	0.843789851477498	0.00516809026716034
YLR234W	656	5.92	14.78	0.400541271989175	0.000473375992895396	-1.9	NA	0.861659442479034	0.0582990150527087	NA	NA	NA	0.000495723213161041	0.995308380274335	0.0189768257059886
YLR237W	598	13.54	33.91	0.399292244175759	0.000676973595212168	-3.5	-10.5	1.92648223100541	0.0568116258037572	0	68	0.382352941176471	0.000693006255952973	2.28355258288922	0.0608660086823
YLR238W	478	11.64	19.67	0.591764107778343	0.000715241336583218	-1.4	-11.5	1.64143492002478	0.0834486487048696	0	79	0.367088607594937	0.000725675358731528	1.32460864952613	0.036970609881683
YLR239C	328	19.65	26.71	0.735679520778734	0.000974207761763875	-0.3	NA	2.65803738311623	0.0995146904948046	NA	NA	NA	0.000948132857810836	1.79869329073934	0.0655923157720719
YLR240W	875	12.11	30.65	0.39510603588907	0.000480610321624569	-2.3	NA	1.65704022684275	0.0540633026702364	NA	NA	NA	0.000473152440060877	2.06401907005469	0.0375613715126369
YLR241W	782	30.56	57.96	0.527260179434092	0.000607485929339424	-4	-12	4.53736808500964	0.0782844735163844	1	42	0.380952380952381	0.00064894212621858	3.90311730180653	0.097419124642879
YLR242C	321	8.8	20.7	0.42512077294686	0.000470775238719009	-0.7	-8.8	1.22669858252527	0.0592608010881771	1	47	0.382978723404255	0.000472158579601409	1.3939704649309	0.025314427489542
YLR243W	272	50	43.79	1.14181319936058	0.00150889602041209	0	NA	7.07318292968572	0.161525072612142	NA	NA	NA	0.00153575974949407	2.94888727822822	0.174183937988386
YLR244C	387	377.49	277.23	1.36164917216751	0.00216961603968946	0	-5.9	51.2793055474307	0.184970261326086	0	19	0.263157894736842	0.00212050181620958	18.669102994821	1.52261026182775
YLR245C	142	41.25	45.06	0.915446071904128	0.00119660591836136	-3.2	NA	5.09267873001926	0.113019945184626	NA	NA	NA	0.00106290036320573	3.03441107003799	0.124049101094571
YLR246W	359	3.88	15.63	0.248240563019834	0.000277427702994261	0	-8	0.552033107990019	0.0353188168899564	0	2	1	0.000283989516141683	1.05254871337536	0.0114966461471931
YLR247C	1556	13.23	51.14	0.258701603441533	0.000326230830808008	-1.9	NA	2.18968401765943	0.0428174426605286	NA	NA	NA	0.000388477337500411	3.44384780563122	0.0514560317803173
YLR248W	610	78.9	104.24	0.756907137375288	0.00103600089157808	-3.7	-5.8	10.8750417619744	0.104326954738818	0	72	0.388888888888889	0.00102738481264275	7.01968508523658	0.277381455619495
YLR249W	1044	4358.8	5360.36	0.813154340380124	0.00233080432911581	-1.8	NA	672.126618481025	0.125388335574668	NA	NA	NA	0.00258588407275382	360.975049342851	35.9015242598924
YLR250W	234	178.45	130.61	1.36628129545977	0.00203138963439625	-2.6	-12.2	24.0670895189655	0.18426682121557	0	45	0.377777777777778	0.00197114846075865	8.79548224273551	0.666815434015315
YLR251W	197	8.91	22.48	0.39635231316726	0.000579317802144535	0	-14.6	1.17399848064105	0.0522241317011142	4	127	0.354330708661417	0.000549194004315653	1.51383845660129	0.0319765770718419
YLR253W	569	15.17	36.59	0.414594151407488	0.000496473128812615	-2.3	NA	2.20631337186483	0.0602982610512388	NA	NA	NA	0.000519513031751048	2.46402798607834	0.049234409591038
YLR254C	189	22.28	27.08	0.82274741506647	0.000896008527947953	-1.9	NA	3.01008246407485	0.111155187004241	NA	NA	NA	0.000870952424487578	1.82360967103038	0.0610875870885732
YLR257W	321	220.59	193.79	1.13829402961969	0.00139580091850449	0	-6	30.1504528568841	0.155583120165561	0	220	0.377272727272727	0.00137262081613039	13.0501225313507	0.688956532291699
YLR258W	705	58.59	85.93	0.681834050971721	0.000965427316683433	-1.5	NA	8.29057382042802	0.0964805518495056	NA	NA	NA	0.000982878324777949	5.7866609686721	0.218753216882553
YLR259C	572	1285.95	1043.67	1.23214234384432	0.00238728176359157	-3	-6.2	184.810381442229	0.177077410907882	0	35	0.4	0.00246845402688677	70.2823746441756	6.67264656575307
YLR260W	687	17.48	35.25	0.495886524822695	0.000604621619143435	0	-7.4	2.67785596301407	0.0759675450500446	0	98	0.357142857142857	0.000666420793216341	2.37379028448378	0.060843969396728
YLR262C	215	147.45	92.48	1.59439878892734	0.00216825337508796	0	-5.7	20.2076915134059	0.218508775015202	0	50	0.42	0.00213796720787643	6.22774824139178	0.512104673807912
YLR262CA	64	1643.76	598.27	2.74752202182961	0.00501654422216709	0	-6.4	168.186418872543	0.281121264433355	0	23	0.347826086956522	0.0036929739367703	40.2884400992372	5.7224676630621
YLR264W	67	3650.23	1801.13	2.02663328021853	0.00567636182669659	-1.6	-4.8	372.789516097539	0.2069753521942	0	24	0.333333333333333	0.00417092723247706	121.29091900971	19.4575229672988
YLR265C	342	11.46	26.77	0.428091146806126	0.000522821919796174	-2.9	NA	1.58064929340621	0.0590455470080766	NA	NA	NA	0.000518828439081223	1.80273378484059	0.0359734444487627
YLR266C	701	4.34	27.1	0.160147601476015	0.000191026411396438	-6.2	NA	0.629639791357245	0.0232339406404888	NA	NA	NA	0.000199395308658718	1.82495650239746	0.0139956832724721
YLR267W	570	1.98	3.28	0.603658536585366	0.000788590897796924	-0.6	-12	0.264361033713351	0.0805978761321191	0	25	0.36	0.000757535680459111	0.220880344201611	0.00643556699403117
YLR268W	214	141.33	121.66	1.16168009205984	0.00143444378184348	-1.9	-8.2	18.6004275172858	0.152888603627205	0	50	0.42	0.00135828586630872	8.19277520596587	0.428005029542613
YLR270W	350	107.57	76.21	1.4114945545204	0.00222126034096502	0	-8	15.0970509408023	0.198098030977592	0	107	0.327102803738318	0.00224294950540722	5.13210092426976	0.44273243191503
YLR271W	274	8.68	14.37	0.604036186499652	0.000802214459583166	-2.2	NA	1.14504150437402	0.0796827769223393	NA	NA	NA	0.000761396842529206	0.967698337249133	0.0283385560962405
YLR272C	1176	13.02	38.67	0.336695112490303	0.000423988683160222	-4.2	NA	1.88963527194459	0.0488656651653631	NA	NA	NA	0.000442731425390686	2.60409844825497	0.0443429314559076
YLR273C	648	2.52	9.49	0.265542676501581	0.000345943502010726	-0.2	NA	0.373078782318857	0.0393128326995635	NA	NA	NA	0.000368488780630236	0.639071483680882	0.00905733352912016
YLR274W	775	36.7	47.63	0.770522779760655	0.00108663854426074	-3.2	-9.8	5.48224388467755	0.11510064842909	0	21	0.333333333333333	0.00116787530565232	3.20747890070816	0.144074438520689
YLR275W	110	67.79	33.56	2.0199642431466	0.00264960000727506	-0.3	-7.1	7.49809098988715	0.223423450235016	0	9	0.555555555555556	0.00210855275249983	2.25998303396527	0.183280517187322
YLR276C	594	93.03	121.8	0.763793103448276	0.00108142565628483	0	-7.1	13.0521730554518	0.107160698320622	0	36	0.416666666666667	0.00109163022853768	8.20220302553545	0.344375875510681
YLR277C	779	20.09	39.61	0.507195152739207	0.000668011150135811	0	NA	3.15471239522007	0.0796443422171187	NA	NA	NA	0.000754714387299003	2.66739952250788	0.0774278767811994
YLR278C	1341	9.71	31.49	0.308351857732614	0.000377567862123984	0	-5.8	1.3351999486878	0.0424007605172372	0	61	0.409836065573771	0.000373543496868007	2.12058598747218	0.0304665809680636
YLR281C	155	6.77	7.62	0.888451443569554	0.000800560606147587	0	NA	0.818665884715195	0.107436467810393	NA	NA	NA	0.000696516360382149	0.513142750858622	0.0137466277378666
YLR283W	314	9.24	21	0.44	0.000524299191256433	0	NA	1.26269511761963	0.0601283389342682	NA	NA	NA	0.000515495406745941	1.41417293543715	0.0280384481754721
